main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=1200, eps_start=1.0, frames=30000, games=500, gamma=0.99, log_interval=1, lr=0.05, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.998 | L -0.030 | R 1.000 | Avg L -0.030 | Avg R 1.000
U 14890 | F 14890 | G 4963 | D 18 | EPS 0.010 | L -579.009 | R 3415.000 | Avg L -0.012 | Avg R 0.740
U 14891 | F 14891 | G 4963 | D 18 | EPS 0.010 | L -579.009 | R 3415.000 | Avg L -0.012 | Avg R 0.740
U 14892 | F 14892 | G 4963 | D 18 | EPS 0.010 | L -579.009 | R 3415.000 | Avg L -0.012 | Avg R 0.740
U 14892 | F 14892 | G 4964 | D 18 | EPS 0.010 | L -579.787 | R 3415.000 | Avg L -0.022 | Avg R 0.730
U 14893 | F 14893 | G 4964 | D 18 | EPS 0.010 | L -579.787 | R 3415.000 | Avg L -0.022 | Avg R 0.730
U 14894 | F 14894 | G 4964 | D 18 | EPS 0.010 | L -579.787 | R 3415.000 | Avg L -0.022 | Avg R 0.730
U 14895 | F 14895 | G 4964 | D 18 | EPS 0.010 | L -579.787 | R 3415.000 | Avg L -0.022 | Avg R 0.730
U 14895 | F 14895 | G 4965 | D 18 | EPS 0.010 | L -579.568 | R 3416.000 | Avg L -0.022 | Avg R 0.730
U 14896 | F 14896 | G 4965 | D 18 | EPS 0.010 | L -579.568 | R 3416.000 | Avg L -0.022 | Avg R 0.730
U 14897 | F 14897 | G 4965 | D 18 | EPS 0.010 | L -579.568 | R 3416.000 | Avg L -0.022 | Avg R 0.730
U 14898 | F 14898 | G 4965 | D 18 | EPS 0.010 | L -579.568 | R 3416.000 | Avg L -0.022 | Avg R 0.730
U 14898 | F 14898 | G 4966 | D 18 | EPS 0.010 | L -579.346 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14899 | F 14899 | G 4966 | D 18 | EPS 0.010 | L -579.346 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14900 | F 14900 | G 4966 | D 18 | EPS 0.010 | L -579.346 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14901 | F 14901 | G 4966 | D 18 | EPS 0.010 | L -579.346 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14901 | F 14901 | G 4967 | D 18 | EPS 0.010 | L -580.108 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14902 | F 14902 | G 4967 | D 18 | EPS 0.010 | L -580.108 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14903 | F 14903 | G 4967 | D 18 | EPS 0.010 | L -580.108 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14904 | F 14904 | G 4967 | D 18 | EPS 0.010 | L -580.108 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14904 | F 14904 | G 4968 | D 18 | EPS 0.010 | L -580.872 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14905 | F 14905 | G 4968 | D 18 | EPS 0.010 | L -580.872 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14906 | F 14906 | G 4968 | D 18 | EPS 0.010 | L -580.872 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14907 | F 14907 | G 4968 | D 18 | EPS 0.010 | L -580.872 | R 3417.000 | Avg L -0.023 | Avg R 0.730
U 14907 | F 14907 | G 4969 | D 18 | EPS 0.010 | L -580.652 | R 3418.000 | Avg L -0.013 | Avg R 0.740
U 14908 | F 14908 | G 4969 | D 18 | EPS 0.010 | L -580.652 | R 3418.000 | Avg L -0.013 | Avg R 0.740
U 14909 | F 14909 | G 4969 | D 18 | EPS 0.010 | L -580.652 | R 3418.000 | Avg L -0.013 | Avg R 0.740
U 14910 | F 14910 | G 4969 | D 18 | EPS 0.010 | L -580.652 | R 3418.000 | Avg L -0.013 | Avg R 0.740
U 14910 | F 14910 | G 4970 | D 18 | EPS 0.010 | L -580.428 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14911 | F 14911 | G 4970 | D 18 | EPS 0.010 | L -580.428 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14912 | F 14912 | G 4970 | D 18 | EPS 0.010 | L -580.428 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14913 | F 14913 | G 4970 | D 18 | EPS 0.010 | L -580.428 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14913 | F 14913 | G 4971 | D 18 | EPS 0.010 | L -581.193 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14914 | F 14914 | G 4971 | D 18 | EPS 0.010 | L -581.193 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14915 | F 14915 | G 4971 | D 18 | EPS 0.010 | L -581.193 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14916 | F 14916 | G 4971 | D 18 | EPS 0.010 | L -581.193 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14916 | F 14916 | G 4972 | D 18 | EPS 0.010 | L -581.969 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14917 | F 14917 | G 4972 | D 18 | EPS 0.010 | L -581.969 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14918 | F 14918 | G 4972 | D 18 | EPS 0.010 | L -581.969 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14919 | F 14919 | G 4972 | D 18 | EPS 0.010 | L -581.969 | R 3419.000 | Avg L -0.014 | Avg R 0.740
U 14919 | F 14919 | G 4973 | D 18 | EPS 0.010 | L -582.741 | R 3419.000 | Avg L -0.015 | Avg R 0.740
U 14920 | F 14920 | G 4973 | D 18 | EPS 0.010 | L -582.741 | R 3419.000 | Avg L -0.015 | Avg R 0.740
U 14921 | F 14921 | G 4973 | D 18 | EPS 0.010 | L -582.741 | R 3419.000 | Avg L -0.015 | Avg R 0.740
U 14922 | F 14922 | G 4973 | D 18 | EPS 0.010 | L -582.741 | R 3419.000 | Avg L -0.015 | Avg R 0.740
U 14922 | F 14922 | G 4974 | D 18 | EPS 0.010 | L -582.518 | R 3420.000 | Avg L -0.005 | Avg R 0.750
U 14923 | F 14923 | G 4974 | D 18 | EPS 0.010 | L -582.518 | R 3420.000 | Avg L -0.005 | Avg R 0.750
U 14924 | F 14924 | G 4974 | D 18 | EPS 0.010 | L -582.518 | R 3420.000 | Avg L -0.005 | Avg R 0.750
U 14925 | F 14925 | G 4974 | D 18 | EPS 0.010 | L -582.518 | R 3420.000 | Avg L -0.005 | Avg R 0.750
U 14925 | F 14925 | G 4975 | D 18 | EPS 0.010 | L -583.270 | R 3420.000 | Avg L -0.006 | Avg R 0.750
U 14926 | F 14926 | G 4975 | D 18 | EPS 0.010 | L -583.270 | R 3420.000 | Avg L -0.006 | Avg R 0.750
U 14927 | F 14927 | G 4975 | D 18 | EPS 0.010 | L -583.270 | R 3420.000 | Avg L -0.006 | Avg R 0.750
U 14928 | F 14928 | G 4975 | D 18 | EPS 0.010 | L -583.270 | R 3420.000 | Avg L -0.006 | Avg R 0.750
U 14928 | F 14928 | G 4976 | D 18 | EPS 0.010 | L -583.039 | R 3421.000 | Avg L 0.004 | Avg R 0.760
U 14929 | F 14929 | G 4976 | D 18 | EPS 0.010 | L -583.039 | R 3421.000 | Avg L 0.004 | Avg R 0.760
U 14930 | F 14930 | G 4976 | D 18 | EPS 0.010 | L -583.039 | R 3421.000 | Avg L 0.004 | Avg R 0.760
U 14931 | F 14931 | G 4976 | D 18 | EPS 0.010 | L -583.039 | R 3421.000 | Avg L 0.004 | Avg R 0.760
U 14931 | F 14931 | G 4977 | D 18 | EPS 0.010 | L -582.808 | R 3422.000 | Avg L 0.013 | Avg R 0.770
U 14932 | F 14932 | G 4977 | D 18 | EPS 0.010 | L -582.808 | R 3422.000 | Avg L 0.013 | Avg R 0.770
U 14933 | F 14933 | G 4977 | D 18 | EPS 0.010 | L -582.808 | R 3422.000 | Avg L 0.013 | Avg R 0.770
U 14934 | F 14934 | G 4977 | D 18 | EPS 0.010 | L -582.808 | R 3422.000 | Avg L 0.013 | Avg R 0.770
U 14934 | F 14934 | G 4978 | D 18 | EPS 0.010 | L -582.569 | R 3423.000 | Avg L 0.012 | Avg R 0.770
U 14935 | F 14935 | G 4978 | D 18 | EPS 0.010 | L -582.569 | R 3423.000 | Avg L 0.012 | Avg R 0.770
U 14936 | F 14936 | G 4978 | D 18 | EPS 0.010 | L -582.569 | R 3423.000 | Avg L 0.012 | Avg R 0.770
U 14937 | F 14937 | G 4978 | D 18 | EPS 0.010 | L -582.569 | R 3423.000 | Avg L 0.012 | Avg R 0.770
U 14937 | F 14937 | G 4979 | D 18 | EPS 0.010 | L -583.327 | R 3423.000 | Avg L 0.002 | Avg R 0.760
U 14938 | F 14938 | G 4979 | D 18 | EPS 0.010 | L -583.327 | R 3423.000 | Avg L 0.002 | Avg R 0.760
U 14939 | F 14939 | G 4979 | D 18 | EPS 0.010 | L -583.327 | R 3423.000 | Avg L 0.002 | Avg R 0.760
U 14940 | F 14940 | G 4979 | D 18 | EPS 0.010 | L -583.327 | R 3423.000 | Avg L 0.002 | Avg R 0.760
U 14940 | F 14940 | G 4980 | D 18 | EPS 0.010 | L -583.081 | R 3424.000 | Avg L 0.002 | Avg R 0.760
U 14941 | F 14941 | G 4980 | D 18 | EPS 0.010 | L -583.081 | R 3424.000 | Avg L 0.002 | Avg R 0.760
U 14942 | F 14942 | G 4980 | D 18 | EPS 0.010 | L -583.081 | R 3424.000 | Avg L 0.002 | Avg R 0.760
U 14943 | F 14943 | G 4980 | D 18 | EPS 0.010 | L -583.081 | R 3424.000 | Avg L 0.002 | Avg R 0.760
U 14943 | F 14943 | G 4981 | D 18 | EPS 0.010 | L -582.840 | R 3425.000 | Avg L 0.001 | Avg R 0.760
U 14944 | F 14944 | G 4981 | D 18 | EPS 0.010 | L -582.840 | R 3425.000 | Avg L 0.001 | Avg R 0.760
U 14945 | F 14945 | G 4981 | D 18 | EPS 0.010 | L -582.840 | R 3425.000 | Avg L 0.001 | Avg R 0.760
U 14946 | F 14946 | G 4981 | D 18 | EPS 0.010 | L -582.840 | R 3425.000 | Avg L 0.001 | Avg R 0.760
U 14946 | F 14946 | G 4982 | D 18 | EPS 0.010 | L -582.600 | R 3426.000 | Avg L 0.001 | Avg R 0.760
U 14947 | F 14947 | G 4982 | D 18 | EPS 0.010 | L -582.600 | R 3426.000 | Avg L 0.001 | Avg R 0.760
U 14948 | F 14948 | G 4982 | D 18 | EPS 0.010 | L -582.600 | R 3426.000 | Avg L 0.001 | Avg R 0.760
U 14949 | F 14949 | G 4982 | D 18 | EPS 0.010 | L -582.600 | R 3426.000 | Avg L 0.001 | Avg R 0.760
U 14949 | F 14949 | G 4983 | D 18 | EPS 0.010 | L -583.348 | R 3426.000 | Avg L -0.009 | Avg R 0.750
U 14950 | F 14950 | G 4983 | D 18 | EPS 0.010 | L -583.348 | R 3426.000 | Avg L -0.009 | Avg R 0.750
U 14951 | F 14951 | G 4983 | D 18 | EPS 0.010 | L -583.348 | R 3426.000 | Avg L -0.009 | Avg R 0.750
U 14952 | F 14952 | G 4983 | D 18 | EPS 0.010 | L -583.348 | R 3426.000 | Avg L -0.009 | Avg R 0.750
U 14952 | F 14952 | G 4984 | D 18 | EPS 0.010 | L -583.109 | R 3427.000 | Avg L -0.010 | Avg R 0.750
U 14953 | F 14953 | G 4984 | D 18 | EPS 0.010 | L -583.109 | R 3427.000 | Avg L -0.010 | Avg R 0.750
U 14954 | F 14954 | G 4984 | D 18 | EPS 0.010 | L -583.109 | R 3427.000 | Avg L -0.010 | Avg R 0.750
U 14955 | F 14955 | G 4984 | D 18 | EPS 0.010 | L -583.109 | R 3427.000 | Avg L -0.010 | Avg R 0.750
U 14955 | F 14955 | G 4985 | D 18 | EPS 0.010 | L -582.877 | R 3428.000 | Avg L -0.010 | Avg R 0.750
U 14956 | F 14956 | G 4985 | D 18 | EPS 0.010 | L -582.877 | R 3428.000 | Avg L -0.010 | Avg R 0.750
U 14957 | F 14957 | G 4985 | D 18 | EPS 0.010 | L -582.877 | R 3428.000 | Avg L -0.010 | Avg R 0.750
U 14958 | F 14958 | G 4985 | D 18 | EPS 0.010 | L -582.877 | R 3428.000 | Avg L -0.010 | Avg R 0.750
U 14958 | F 14958 | G 4986 | D 18 | EPS 0.010 | L -582.641 | R 3429.000 | Avg L -0.010 | Avg R 0.750
U 14959 | F 14959 | G 4986 | D 18 | EPS 0.010 | L -582.641 | R 3429.000 | Avg L -0.010 | Avg R 0.750
U 14960 | F 14960 | G 4986 | D 18 | EPS 0.010 | L -582.641 | R 3429.000 | Avg L -0.010 | Avg R 0.750
U 14961 | F 14961 | G 4986 | D 18 | EPS 0.010 | L -582.641 | R 3429.000 | Avg L -0.010 | Avg R 0.750
U 14961 | F 14961 | G 4987 | D 18 | EPS 0.010 | L -582.406 | R 3430.000 | Avg L -0.011 | Avg R 0.750
U 14962 | F 14962 | G 4987 | D 18 | EPS 0.010 | L -582.406 | R 3430.000 | Avg L -0.011 | Avg R 0.750
U 14963 | F 14963 | G 4987 | D 18 | EPS 0.010 | L -582.406 | R 3430.000 | Avg L -0.011 | Avg R 0.750
U 14964 | F 14964 | G 4987 | D 18 | EPS 0.010 | L -582.406 | R 3430.000 | Avg L -0.011 | Avg R 0.750
U 14964 | F 14964 | G 4988 | D 18 | EPS 0.010 | L -583.170 | R 3430.000 | Avg L -0.022 | Avg R 0.740
U 14965 | F 14965 | G 4988 | D 18 | EPS 0.010 | L -583.170 | R 3430.000 | Avg L -0.022 | Avg R 0.740
U 14966 | F 14966 | G 4988 | D 18 | EPS 0.010 | L -583.170 | R 3430.000 | Avg L -0.022 | Avg R 0.740
U 14967 | F 14967 | G 4988 | D 18 | EPS 0.010 | L -583.170 | R 3430.000 | Avg L -0.022 | Avg R 0.740
U 14967 | F 14967 | G 4989 | D 18 | EPS 0.010 | L -582.927 | R 3431.000 | Avg L -0.022 | Avg R 0.740
U 14968 | F 14968 | G 4989 | D 18 | EPS 0.010 | L -582.927 | R 3431.000 | Avg L -0.022 | Avg R 0.740
U 14969 | F 14969 | G 4989 | D 18 | EPS 0.010 | L -582.927 | R 3431.000 | Avg L -0.022 | Avg R 0.740
U 14970 | F 14970 | G 4989 | D 18 | EPS 0.010 | L -582.927 | R 3431.000 | Avg L -0.022 | Avg R 0.740
U 14970 | F 14970 | G 4990 | D 18 | EPS 0.010 | L -582.689 | R 3432.000 | Avg L -0.012 | Avg R 0.750
U 14971 | F 14971 | G 4990 | D 18 | EPS 0.010 | L -582.689 | R 3432.000 | Avg L -0.012 | Avg R 0.750
U 14972 | F 14972 | G 4990 | D 18 | EPS 0.010 | L -582.689 | R 3432.000 | Avg L -0.012 | Avg R 0.750
U 14973 | F 14973 | G 4990 | D 18 | EPS 0.010 | L -582.689 | R 3432.000 | Avg L -0.012 | Avg R 0.750
U 14973 | F 14973 | G 4991 | D 18 | EPS 0.010 | L -583.574 | R 3432.000 | Avg L -0.014 | Avg R 0.750
U 14974 | F 14974 | G 4991 | D 18 | EPS 0.010 | L -583.574 | R 3432.000 | Avg L -0.014 | Avg R 0.750
U 14975 | F 14975 | G 4991 | D 18 | EPS 0.010 | L -583.574 | R 3432.000 | Avg L -0.014 | Avg R 0.750
U 14976 | F 14976 | G 4991 | D 18 | EPS 0.010 | L -583.574 | R 3432.000 | Avg L -0.014 | Avg R 0.750
U 14976 | F 14976 | G 4992 | D 18 | EPS 0.010 | L -584.315 | R 3432.000 | Avg L -0.025 | Avg R 0.740
U 14977 | F 14977 | G 4992 | D 18 | EPS 0.010 | L -584.315 | R 3432.000 | Avg L -0.025 | Avg R 0.740
U 14978 | F 14978 | G 4992 | D 18 | EPS 0.010 | L -584.315 | R 3432.000 | Avg L -0.025 | Avg R 0.740
U 14979 | F 14979 | G 4992 | D 18 | EPS 0.010 | L -584.315 | R 3432.000 | Avg L -0.025 | Avg R 0.740
U 14979 | F 14979 | G 4993 | D 18 | EPS 0.010 | L -584.069 | R 3433.000 | Avg L -0.025 | Avg R 0.740
U 14980 | F 14980 | G 4993 | D 18 | EPS 0.010 | L -584.069 | R 3433.000 | Avg L -0.025 | Avg R 0.740
U 14981 | F 14981 | G 4993 | D 18 | EPS 0.010 | L -584.069 | R 3433.000 | Avg L -0.025 | Avg R 0.740
U 14982 | F 14982 | G 4993 | D 18 | EPS 0.010 | L -584.069 | R 3433.000 | Avg L -0.025 | Avg R 0.740
U 14982 | F 14982 | G 4994 | D 18 | EPS 0.010 | L -584.815 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14983 | F 14983 | G 4994 | D 18 | EPS 0.010 | L -584.815 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14984 | F 14984 | G 4994 | D 18 | EPS 0.010 | L -584.815 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14985 | F 14985 | G 4994 | D 18 | EPS 0.010 | L -584.815 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14985 | F 14985 | G 4995 | D 18 | EPS 0.010 | L -585.545 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14986 | F 14986 | G 4995 | D 18 | EPS 0.010 | L -585.545 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14987 | F 14987 | G 4995 | D 18 | EPS 0.010 | L -585.545 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14988 | F 14988 | G 4995 | D 18 | EPS 0.010 | L -585.545 | R 3433.000 | Avg L -0.035 | Avg R 0.730
U 14988 | F 14988 | G 4996 | D 18 | EPS 0.010 | L -586.273 | R 3433.000 | Avg L -0.045 | Avg R 0.720
U 14989 | F 14989 | G 4996 | D 18 | EPS 0.010 | L -586.273 | R 3433.000 | Avg L -0.045 | Avg R 0.720
U 14990 | F 14990 | G 4996 | D 18 | EPS 0.010 | L -586.273 | R 3433.000 | Avg L -0.045 | Avg R 0.720
U 14991 | F 14991 | G 4996 | D 18 | EPS 0.010 | L -586.273 | R 3433.000 | Avg L -0.045 | Avg R 0.720
U 14991 | F 14991 | G 4997 | D 18 | EPS 0.010 | L -586.009 | R 3434.000 | Avg L -0.045 | Avg R 0.720
U 14992 | F 14992 | G 4997 | D 18 | EPS 0.010 | L -586.009 | R 3434.000 | Avg L -0.045 | Avg R 0.720
U 14993 | F 14993 | G 4997 | D 18 | EPS 0.010 | L -586.009 | R 3434.000 | Avg L -0.045 | Avg R 0.720
U 14994 | F 14994 | G 4997 | D 18 | EPS 0.010 | L -586.009 | R 3434.000 | Avg L -0.045 | Avg R 0.720
U 14994 | F 14994 | G 4998 | D 18 | EPS 0.010 | L -585.749 | R 3435.000 | Avg L -0.045 | Avg R 0.720
U 14995 | F 14995 | G 4998 | D 18 | EPS 0.010 | L -585.749 | R 3435.000 | Avg L -0.045 | Avg R 0.720
U 14996 | F 14996 | G 4998 | D 18 | EPS 0.010 | L -585.749 | R 3435.000 | Avg L -0.045 | Avg R 0.720
U 14997 | F 14997 | G 4998 | D 18 | EPS 0.010 | L -585.749 | R 3435.000 | Avg L -0.045 | Avg R 0.720
U 14997 | F 14997 | G 4999 | D 18 | EPS 0.010 | L -585.484 | R 3436.000 | Avg L -0.045 | Avg R 0.720
U 14998 | F 14998 | G 4999 | D 18 | EPS 0.010 | L -585.484 | R 3436.000 | Avg L -0.045 | Avg R 0.720
U 14999 | F 14999 | G 4999 | D 18 | EPS 0.010 | L -585.484 | R 3436.000 | Avg L -0.045 | Avg R 0.720
U 15000 | F 15000 | G 4999 | D 18 | EPS 0.010 | L -585.484 | R 3436.000 | Avg L -0.045 | Avg R 0.720
U 15000 | F 15000 | G 5000 | D 18 | EPS 0.010 | L -586.206 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15001 | F 15001 | G 5000 | D 18 | EPS 0.010 | L -586.206 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15002 | F 15002 | G 5000 | D 18 | EPS 0.010 | L -586.206 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15003 | F 15003 | G 5000 | D 18 | EPS 0.010 | L -586.206 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15003 | F 15003 | G 5001 | D 18 | EPS 0.010 | L -586.928 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15004 | F 15004 | G 5001 | D 18 | EPS 0.010 | L -586.928 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15005 | F 15005 | G 5001 | D 18 | EPS 0.010 | L -586.928 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15006 | F 15006 | G 5001 | D 18 | EPS 0.010 | L -586.928 | R 3436.000 | Avg L -0.055 | Avg R 0.710
U 15006 | F 15006 | G 5002 | D 18 | EPS 0.010 | L -586.648 | R 3437.000 | Avg L -0.055 | Avg R 0.710
U 15007 | F 15007 | G 5002 | D 18 | EPS 0.010 | L -586.648 | R 3437.000 | Avg L -0.055 | Avg R 0.710
U 15008 | F 15008 | G 5002 | D 18 | EPS 0.010 | L -586.648 | R 3437.000 | Avg L -0.055 | Avg R 0.710
U 15009 | F 15009 | G 5002 | D 18 | EPS 0.010 | L -586.648 | R 3437.000 | Avg L -0.055 | Avg R 0.710
U 15009 | F 15009 | G 5003 | D 18 | EPS 0.010 | L -586.364 | R 3438.000 | Avg L -0.055 | Avg R 0.710
U 15010 | F 15010 | G 5003 | D 18 | EPS 0.010 | L -586.364 | R 3438.000 | Avg L -0.055 | Avg R 0.710
U 15011 | F 15011 | G 5003 | D 18 | EPS 0.010 | L -586.364 | R 3438.000 | Avg L -0.055 | Avg R 0.710
U 15012 | F 15012 | G 5003 | D 18 | EPS 0.010 | L -586.364 | R 3438.000 | Avg L -0.055 | Avg R 0.710
U 15012 | F 15012 | G 5004 | D 18 | EPS 0.010 | L -586.079 | R 3439.000 | Avg L -0.055 | Avg R 0.710
U 15013 | F 15013 | G 5004 | D 18 | EPS 0.010 | L -586.079 | R 3439.000 | Avg L -0.055 | Avg R 0.710
U 15014 | F 15014 | G 5004 | D 18 | EPS 0.010 | L -586.079 | R 3439.000 | Avg L -0.055 | Avg R 0.710
U 15015 | F 15015 | G 5004 | D 18 | EPS 0.010 | L -586.079 | R 3439.000 | Avg L -0.055 | Avg R 0.710
U 15015 | F 15015 | G 5005 | D 18 | EPS 0.010 | L -586.783 | R 3439.000 | Avg L -0.064 | Avg R 0.700
U 15016 | F 15016 | G 5005 | D 18 | EPS 0.010 | L -586.783 | R 3439.000 | Avg L -0.064 | Avg R 0.700
U 15017 | F 15017 | G 5005 | D 18 | EPS 0.010 | L -586.783 | R 3439.000 | Avg L -0.064 | Avg R 0.700
U 15018 | F 15018 | G 5005 | D 18 | EPS 0.010 | L -586.783 | R 3439.000 | Avg L -0.064 | Avg R 0.700
U 15018 | F 15018 | G 5006 | D 18 | EPS 0.010 | L -586.488 | R 3440.000 | Avg L -0.054 | Avg R 0.710
U 15019 | F 15019 | G 5006 | D 18 | EPS 0.010 | L -586.488 | R 3440.000 | Avg L -0.054 | Avg R 0.710
U 15020 | F 15020 | G 5006 | D 18 | EPS 0.010 | L -586.488 | R 3440.000 | Avg L -0.054 | Avg R 0.710
U 15021 | F 15021 | G 5006 | D 18 | EPS 0.010 | L -586.488 | R 3440.000 | Avg L -0.054 | Avg R 0.710
U 15021 | F 15021 | G 5007 | D 18 | EPS 0.010 | L -587.183 | R 3440.000 | Avg L -0.063 | Avg R 0.700
U 15022 | F 15022 | G 5007 | D 18 | EPS 0.010 | L -587.183 | R 3440.000 | Avg L -0.063 | Avg R 0.700
U 15023 | F 15023 | G 5007 | D 18 | EPS 0.010 | L -587.183 | R 3440.000 | Avg L -0.063 | Avg R 0.700
U 15024 | F 15024 | G 5007 | D 18 | EPS 0.010 | L -587.183 | R 3440.000 | Avg L -0.063 | Avg R 0.700
U 15024 | F 15024 | G 5008 | D 18 | EPS 0.010 | L -586.889 | R 3441.000 | Avg L -0.063 | Avg R 0.700
U 15025 | F 15025 | G 5008 | D 18 | EPS 0.010 | L -586.889 | R 3441.000 | Avg L -0.063 | Avg R 0.700
U 15026 | F 15026 | G 5008 | D 18 | EPS 0.010 | L -586.889 | R 3441.000 | Avg L -0.063 | Avg R 0.700
U 15027 | F 15027 | G 5008 | D 18 | EPS 0.010 | L -586.889 | R 3441.000 | Avg L -0.063 | Avg R 0.700
U 15027 | F 15027 | G 5009 | D 18 | EPS 0.010 | L -586.608 | R 3442.000 | Avg L -0.063 | Avg R 0.700
U 15028 | F 15028 | G 5009 | D 18 | EPS 0.010 | L -586.608 | R 3442.000 | Avg L -0.063 | Avg R 0.700
U 15029 | F 15029 | G 5009 | D 18 | EPS 0.010 | L -586.608 | R 3442.000 | Avg L -0.063 | Avg R 0.700
U 15030 | F 15030 | G 5009 | D 18 | EPS 0.010 | L -586.608 | R 3442.000 | Avg L -0.063 | Avg R 0.700
U 15030 | F 15030 | G 5010 | D 18 | EPS 0.010 | L -587.331 | R 3442.000 | Avg L -0.072 | Avg R 0.690
U 15031 | F 15031 | G 5010 | D 18 | EPS 0.010 | L -587.331 | R 3442.000 | Avg L -0.072 | Avg R 0.690
U 15032 | F 15032 | G 5010 | D 18 | EPS 0.010 | L -587.331 | R 3442.000 | Avg L -0.072 | Avg R 0.690
U 15033 | F 15033 | G 5010 | D 18 | EPS 0.010 | L -587.331 | R 3442.000 | Avg L -0.072 | Avg R 0.690
U 15033 | F 15033 | G 5011 | D 18 | EPS 0.010 | L -587.053 | R 3443.000 | Avg L -0.072 | Avg R 0.690
U 15034 | F 15034 | G 5011 | D 18 | EPS 0.010 | L -587.053 | R 3443.000 | Avg L -0.072 | Avg R 0.690
U 15035 | F 15035 | G 5011 | D 18 | EPS 0.010 | L -587.053 | R 3443.000 | Avg L -0.072 | Avg R 0.690
U 15036 | F 15036 | G 5011 | D 18 | EPS 0.010 | L -587.053 | R 3443.000 | Avg L -0.072 | Avg R 0.690
U 15036 | F 15036 | G 5012 | D 18 | EPS 0.010 | L -587.780 | R 3443.000 | Avg L -0.082 | Avg R 0.680
U 15037 | F 15037 | G 5012 | D 18 | EPS 0.010 | L -587.780 | R 3443.000 | Avg L -0.082 | Avg R 0.680
U 15038 | F 15038 | G 5012 | D 18 | EPS 0.010 | L -587.780 | R 3443.000 | Avg L -0.082 | Avg R 0.680
U 15039 | F 15039 | G 5012 | D 18 | EPS 0.010 | L -587.780 | R 3443.000 | Avg L -0.082 | Avg R 0.680
U 15039 | F 15039 | G 5013 | D 18 | EPS 0.010 | L -587.500 | R 3444.000 | Avg L -0.081 | Avg R 0.680
U 15040 | F 15040 | G 5013 | D 18 | EPS 0.010 | L -587.500 | R 3444.000 | Avg L -0.081 | Avg R 0.680
U 15041 | F 15041 | G 5013 | D 18 | EPS 0.010 | L -587.500 | R 3444.000 | Avg L -0.081 | Avg R 0.680
U 15042 | F 15042 | G 5013 | D 18 | EPS 0.010 | L -587.500 | R 3444.000 | Avg L -0.081 | Avg R 0.680
U 15042 | F 15042 | G 5014 | D 18 | EPS 0.010 | L -588.206 | R 3444.000 | Avg L -0.091 | Avg R 0.670
U 15043 | F 15043 | G 5014 | D 18 | EPS 0.010 | L -588.206 | R 3444.000 | Avg L -0.091 | Avg R 0.670
U 15044 | F 15044 | G 5014 | D 18 | EPS 0.010 | L -588.206 | R 3444.000 | Avg L -0.091 | Avg R 0.670
U 15045 | F 15045 | G 5014 | D 18 | EPS 0.010 | L -588.206 | R 3444.000 | Avg L -0.091 | Avg R 0.670
U 15045 | F 15045 | G 5015 | D 18 | EPS 0.010 | L -587.915 | R 3445.000 | Avg L -0.090 | Avg R 0.670
U 15046 | F 15046 | G 5015 | D 18 | EPS 0.010 | L -587.915 | R 3445.000 | Avg L -0.090 | Avg R 0.670
